DESCRIPTION,NAME,ID,LOCALE
"Einfarbige weiße Umschläge mit einer Größe von 90 g / m_ und einem blauen, undurchsichtigen Inneren, um den Inhalt vertraulich zu behandeln, sowie ein Fenster. Selbstsiegelung an der langen Kante; Größe: 110 mm x 220 mm - zum Halten von Briefbögen, die zweimal horizontal gefaltet wurden; der Klebstoff bleibt mindestens ein Jahr lang frisch; zeitsparender Silikonstreifen sorgt für Hygiene und einen super dichten Verschluss; Packung mit 250 Stück.",Geschäftsumschläge mit Windows,f0a185ea-b872-3c44-85c6-85d5c24c284c,de
"Stilvoller Aktenschrank aus starkem ABS-Material, ungiftig, geruchsneutral, feuchtigkeitsbeständig und korrosionsbeständig; Schubladen haben eine Öffnungserweiterung von 100%, die einen einfachen Zugriff auf alle Dateien ermöglicht. Akzeptiert foolscap-Suspendierungsdateien; Die Zentralverriegelung sichert alle zwei Schubladen mit einem einzigen Schlüssel. Lieferung mit zwei Schlüsseln; Intelligente bündige Griffe und angepasster Etikettenhalter; 3 leuchtende Farben.",Aktenschrank - 2 Schubladen,f0cc0c1c-c577-3cbc-b165-258590d9456f,de
"Heavy Duty 2-Locher schwarz mit rotem Griff, rutschfester Kunststoffbasis und verstellbarer Papierführung; doppelt gehärtete Stanzmesser sorgen für präzise Perforationen; Kapazität: 40 Blatt 80 g / m_ Papier; 15 Jahre Garantie.",Schwerlast-Lochstanze - Rot,f16dde2b-93f0-3703-8f8c-ec8015239c20,de
"Selbstklebende, repositionierbare Noten, die auf praktisch jeder Oberfläche haften bleiben; Abmessungen: 7,6 cm x 7,6 cm (3 in x 3 in); Packung mit 12 Pads neongelb; Jede Packung enthält 90 Blatt.",Haftnotizen - Gelb - Packung mit 12 Stück,f1d00006-94a1-36f2-947a-8c58e4d23ed0,de
"Sitz und Rückenlehne aus echtem Leder verleihen diesem preisgünstigen Stuhl einen repräsentativen Look. Zusammenpassende Rückseite und Seiten aus Kunstleder für langfristige Haltbarkeit und einfache Reinigung; Großzügige Rückenlehne und Sitzfläche. Chrom-Metall-Struktur, die ein zeitgemäßes Design bietet; Neigungssperre ï £ ¿Sperrt den Winkel der Rückenlehne und die Neigung des Sitzes. Neigungsspannung, einstellbare Spannung, die den Rücken- und Sitzneigungswiderstand erhöht oder verringert; Sitzhöhenverstellung 520mm - 600mm; Sitz 535 mm (B) -545 mm (T); Rückenlehne 700mm (H); Maximales Benutzergewicht 110 kg; EN1335 zertifiziert. Feuerhemmend 0,1 & 5, sowohl für den geschäftlichen als auch für den privaten Gebrauch geeignet; 3 Jahre Garantie. Selbstorganisation; Lieferung am nächsten Werktag.",Ledergesicherter Chefsessel - Rot,f2e54156-8926-35ca-984a-b7a0eddb28bf,de
Naturkautschuk-Radiergummi ohne Zusatz von Kunststoffen und Phthalaten. Weichteil (orange) zum Löschen von Graphitlinien. Harter Teil (blau) zum Löschen von Tintenstreifen und Flecken.,Kombinierter Radiergummi aus Naturkautschuk - 3er-Packung,f5091d3c-42d9-3b3d-b94f-9f37fea9b10a,de
"Großer Saugnapf mit einem Durchmesser von 70 mm, kann mehr als 10 kg laden; helle zeitgenössische Farbe; Arbeitsprinzip: Atmosphärischer Druck, sicher und einfach zu installieren und abzureißen, keine Notwendigkeit, ein Loch zu bohren oder Klebstoff hinzuzufügen, ohne die Oberfläche zu beschädigen; kann auf einer Vielzahl von Oberflächen verwendet werden, einschließlich Farbe, Brille, Holz, Keramikfliesen, Gips und jeder anderen glatten Oberfläche.",Vakuum-Wandhaken - 6er Packung,fc16c43d-bb4e-30db-8b7e-98b3fdc7f0b9,de
Nachfüllblock für Noteholderwürfel / 90x90mm / Ca. 750 farbige Blätter.,Farbiges Notizpapier - Sortiert - 750 Blatt,fd4a85c8-0f8c-3754-b62f-bbca3a613a78,de
"Hellgrüne 2,3 Ltr Gießkanne. Kleine Gießkanne für drinnen oder draußen. Pulverbeschichteter verzinkter Stahl, sehr langlebig und strapazierfähig. Modernes Design und Farbe.",Gießkanne,0026fe60-a5a7-3f07-9851-deff001c741e,de
"Hochwertige, vinylbeschichtete 50-mm-Büroklammern in 6 modernen Farben, ideal für eine farblich abgestimmte Organisation. Gutes Preis-Leistungs-Paket mit 200 Büroklammern.",Vinyl-Büroklammern 50mm - Sortiert - Packung mit 200 Stück,008f9b88-e935-3f39-8e79-ab0f0f7e440c,de
"Premium-Desktop-Spitzer für Standard- und Maxi- / Jumbo-Stifte (bis zu 10,5 mm); Langlebiger Schärfmechanismus mit 5 Einstellungen für verschiedene Bleischärfen. Robuster Metallkörper. Beweglicher Schlitten und rutschfester Standfuß mit Tischklemme für mehr Präzision. Einfache Bedienung über die Handkurbel und einen Druckknopf zum schnellen Lösen von Kabelbrüchen. Gehäusefarbe: Pink.",Bleistiftspitzer,0165157e-6a81-372b-b163-92f0789d0759,de
Sortiertes hochwertiges farbiges Papier; 80 g / m_; 5 Farben; 250 Blatt.,Premium Farbdruckerpapier - Sortiert 5 Farben - 250 Blatt,02e77154-c39b-3fd3-89aa-8e138732bd51,de
"Selbstklebende repositionierbare Noten in Blütenform in 4 leuchtenden Farben (rot, blau, gelb und grün); 20 Blumen pro Farbe; Packung mit 4x20; Abmessungen: 70 mm x 70 mm.",Haftnotizen Form Blume - sortiert,03607f53-f3f6-3070-9e19-7a9bd462b088,de
Auffällige und stilvolle Magazindatei aus schlagfestem Polystyrol.,Kunststoff Schreibtisch-Ordner - Rosa,03b5f282-9d96-3474-bb48-0036723ca7b7,de
"Zeitgemäßer Bleistiftbecher aus 100% recycelbarem und stoßfestem Polystyrol. Mit 4 Fächern zum Trennen von Gegenständen. lebendige durchscheinende Accessoires, die Ihren Schreibtisch aufhellen; Kapazität 32 Stifte; Teil eines breiten Sortiments an passendem Schreibtischzubehör.",Bleistifthalter auf dem neuesten Stand der Technik,04f207d8-1337-3f13-8663-722868a5313d,de
"Robustes, geräuscharmes Universalband zum geräuscharmen Verschließen von mittelschweren bis schweren Packungen. Dicke: 65 Mikrometer dick; Breite: 48 mm, jede Rolle enthält 66 Meter Klebeband.",Braunes Verpackungsband,05950140-8017-30c2-9b84-403f435089af,de
"Scharfe Metallstecknadel mit erhabenem farbigem Kopf in griffigem Design und in undurchsichtigen Farben (rot, grün, gelb und blau), ideal zum Befestigen von Dokumenten auf Anzeigetafeln. - Gesamtlänge einschließlich Stecknadel 24 mm.",Druckstifte - 24 mm - Verschiedene Farben - Packung mit 100 Stück,06ff8f59-a281-31ab-bbae-7a9d9b33920a,de
"Hochwertiges Kopier- und Mehrzweckpapier, 80 g / m_; CIE-Weißgrad 150.",Kopier- und Mehrzweckpapier - Weiß - 500 Blatt,07d75d6e-aad4-337c-92a6-a0513cc815cb,de
"Moderner, ansprechender Besucherstuhl; Sitz in lebendigen Farben auf einem attraktiven, leichten Holz- und Metallgestell; Dank der robusten Nylon-Sitzstruktur ist der Stuhl leicht zu reinigen. Idealer Besucher- und Arbeitsstuhl; Diese Stühle sind stapelbar und werden in 4er-Packs geliefert. Stilvoll, praktisch und komfortabel.",Besucherstuhl - Grün,08f783c6-ed72-3d52-b7eb-34997ea56154,de
"Hochwertige Kaffeetasse im Top-Design - ideal für einen beruhigenden Moment; Packung: 6; Material: Porzellan - langlebiges, spülmaschinen- und mikrowellenfestes Porzellan, das leicht zu reinigen ist und sich ideal für den täglichen Gebrauch eignet. Kommt in zwei hellen Farben.",Kaffeetasse,0e53e9d6-feff-39d9-8b6c-2cea5ebfe77b,de
Stoßfester transparenter Noteholder Cube mit ca. 750 weißen Blättern - 90x90mm.,Weiße Notizpapierbögen in Würfel - Weiß - 750 Blatt,10c069ec-0288-309b-b998-e6548b908b2f,de
"Hochwertige, schwere, kantengebundene Mikrofasertücher; Maschinenwaschbar bis zu 500 mal je nach Verwendung; Hohe Flüssigkeitsaufnahme; Größe: 400 mm x 400 mm; Farbe: blau; Packung mit 5 Stück.",Mikrofaser-Reinigungstuch - Packung mit 5 Stück,11996422-745f-3dcb-9256-29c0872dc99f,de
"Kopierter Notizblock mit einfachen, ungelochten, weißen 70 g / m_-Seiten; Oben angeklebt, um die Seite leicht abzureißen; Papiergröße: A6 (105 x 148 mm) (4,125 x 5,875 Zoll); 160 Seiten (80 Blatt) pro Block.",Notizblock - Leerzeichen,11cad209-a876-3eba-81f3-c379054ac997,de
"Premium kabelgebundenes (sidebound) Notebook mit stilvollem, abwischbarem Polypropylen-Cover und silbernem Doppelkabel; hochwertiges weißes 90 g / m_-Papier mit schwachen Linealen; Papiergröße: A5 (105 x 148 mm) (4,125 x 5,875 Zoll); 160 Seiten (80 Blatt) pro Block.",Notizbuch - Rot,11e6ffaa-d8e6-3b74-a35f-c833613bc1da,de
"Kopierter Notizblock mit ungelochten weißen 70 g / m_-Seiten mit schwacher Linierung; Oben angeklebt, um die Seite leicht abzureißen; Papiergröße: A4 (210 x 297 mm) (8,25 x 11,75 Zoll); 160 Seiten (80 Blatt) pro Block.",Notizblock - Lineal,122952e5-bf62-33ec-aece-f9aa7d2b3132,de
"Selbstklebende entfernbare Pfeile in 5 leuchtenden Farben (Neonrosa, Orange, Gelb, Grün und Blau) für Indexierungszwecke; 1 Spender mit 100 kleinen Indizes; 20 Fahnen pro Farbe; Packung mit 5x20.",Indexpfeile - sortiert,1253ef15-ca4c-3acb-8fc8-8bfa71314170,de
"Starke Juteschnur zum Sichern Ihrer Pakete, Kisten und Pakete; Rolle von 750m langlebigem 3-Lagengarn.",Jute-Garn für die Verpackung,137b0e2a-c8bc-3247-96b5-d44d60c10ea5,de
"Großer 40g Klebestift; Klebstoff für Papier und Pappe; waschbar und ungiftig; Ideal für Schule, Büro und zu Hause.",Großer Klebestift - 40g,13b57083-aca1-379a-b61a-f5e13847cbbf,de
"Farbiges Mehrzweckpapier, ideal zum Kopieren und Drucken von Volumina, geeignet für alle Büromaschinen; in einer großen Auswahl an Farben erhältlich; 80 g / m_",Druckerpapier - Flieder - 250 Blatt,1450d1ea-fa69-3fe3-b1a0-f5e2b25b5124,de
"Langlebige Papier-Über-Bord-Hebelfeile mit Rückenetikett, zwei Metallringen und abschließbarer Kompressorstange; Verstärkte Unterkante; Daumenloch aus Metall zum einfachen Abrufen aus den Regalen; Rückenbreite: 70mm.",Aktenordner - Blau,150cbfed-28b0-30a2-9e24-3f75ab1fb93e,de
"Hochpigmentierter Permanent Marker, der auf den meisten Oberflächen für dauerhafte Markierungen geeignet ist. Die Markierung verfügt über eine Kugelspitze, die durchgehend eine gleichmäßige Linie mit der gleichen Breite erzeugt. Der Marker enthält ungiftige, flüssige Tinte, die verblasst und wasserbeständig und leicht nachfüllbar ist. Kappe mit Taschenclip.",Permanentmarker - Rot,162a8446-369a-3b59-9aee-0a98ec0376a4,de
"Stilvoller Aktenschrank aus starkem ABS-Material, ungiftig, geruchsneutral, feuchtigkeitsbeständig und korrosionsbeständig; Schubladen haben eine Öffnungserweiterung von 100%, die einen einfachen Zugriff auf alle Dateien ermöglicht. Akzeptiert foolscap-Suspendierungsdateien; Die Zentralverriegelung sichert alle drei Schubladen mit einem einzigen Schlüssel. Lieferung mit zwei Schlüsseln; Intelligente bündige Griffe und angepasster Etikettenhalter; 3 leuchtende Farben.",Aktenschrank - 3 Schubladen,17d338c7-697c-3cdf-8953-c6f973c9b8bb,de
Stoßfester Briefkasten aus Polystyrol in attraktiven leuchtenden Farben und modernem Design.,Briefablage - Rosa,183dbb64-05b6-331a-9fe5-0f9dd63de856,de
"Whiteboard Maker mit kräftigen Tintenfarben und geringem Geruch. Einschussfeder: 2,0 mm.",Trocken abwischbarer Markierstift - Rot,1bb3a9b6-cdd4-370a-83fa-94fd94428a00,de
"Stilvoller Aktenschrank aus starkem ABS-Material, ungiftig, geruchsneutral, feuchtigkeitsbeständig und korrosionsbeständig; Schubladen haben eine Öffnungserweiterung von 100%, die einen einfachen Zugriff auf alle Dateien ermöglicht. Akzeptiert foolscap-Suspendierungsdateien; Die Zentralverriegelung sichert alle vier Schubladen mit einem einzigen Schlüssel. Lieferung mit zwei Schlüsseln; Intelligente bündige Griffe und angepasster Etikettenhalter; 3 leuchtende Farben.",Aktenschrank - 4 Schubladen,1bf74aa7-0177-39f0-94ba-db2afca08c1f,de
"Zuverlässige Energie zu einem niedrigen Preis macht diese Batterien zu einem guten Kauf. Ideal für Alltagsgeräte. 1,5V.",AAA Alkalibatterien - Packung mit 8 Stück,1c0d18ec-66ee-3022-8417-b8ddf8829186,de
"Klassischer 2-Loch-Kanister-Anspitzer - kleineres Loch für Stifte mit einem Durchmesser von bis zu 8,2 mm in einem Winkel von 23 °; größeres Loch für Stifte mit einem Durchmesser von bis zu 10,2 mm in einem Metallspitzereinsatz mit einem Winkel von 30 ° für Haltbarkeit und ein Kunststoffspänefach; Packmaße: 93x164x40mm.",2-Loch-Kanister Bleistiftspitzer - Blau,1c9cf3f2-49b4-3964-adad-5a1e8ae83c96,de
"Volle 12 Monate auf einen Blick. Ideal für die Wandbehang oder Desktop-Nutzung. Kalender für das nächste und das vorherige Jahr sind auf der Rückseite abgedruckt; Größe: 210 x 260 mm; Bitte beachten Sie, dass datierte Produkte vom Umtausch ausgeschlossen sind.",Jahreskalender,1d3ab719-3844-3ab6-aeb3-b07b81ecaec0,de
"Hochwertiges Lineal mit klaren Maßen in Zoll und Zentimetern. Länge: 15 cm; Das Lineal besteht aus robustem, langlebigem, bruchsicherem Kunststoff. Der leichte Kunststoff und das kompakte Design machen es einfach, ihn überall hin mitzunehmen. 3 leuchtende Farben.",Kunststofflineal - Rot - 15 cm/6 Zoll,1d6677f0-ac16-3284-9bd1-6f323f3dbb05,de
"Echtledersitz und großzügige Rückenlehne. Zusammenpassende Rückseite und Seiten aus Kunstleder für langfristige Haltbarkeit und einfache Reinigung; Neigungssperre ï £ ¿Sperrt den Winkel der Rückenlehne und die Neigung des Sitzes. Neigungsspannung - einstellbare Spannung, die den Rücken- und Sitzneigungswiderstand erhöht oder verringert; Sitzhöhenverstellung 480mm - 550mm; Maximales Benutzergewicht 110 kg; EN1335 zertifiziert; Kastenbreite 635mm; Sitz 520 mm (B) - 485 mm (T); Rückenlehne 755 mm (H); Gestellfarbe: chrom / schwarz Ein Jahr Garantie. Selbstorganisation.",Ledergesicherter Chefsessel - Braun,1ebe12e4-01ef-3347-b439-8aac3c49fb96,de
"Langlebige Papier-Über-Bord-Hebelfeile mit Rückenetikett, zwei Metallringen und abschließbarer Kompressorstange; Verstärkte Unterkante; Daumenloch aus Metall zum einfachen Abrufen aus den Regalen; Rückenbreite: 70mm.",Aktenordner - grün,201ae105-b3cb-3b71-b4c5-5816db4450d3,de
Durable Plastic 2 Ringbuchfeile mit Rückenetikett; Material: Polypropylen; Rückenbreite: 45mm; Ringdurchmesser: 25mm.,Ringbuch - Grün,2154c667-dd98-392e-b46b-dc79075a132a,de
"Scharfe Metallnadel mit kunststofffarbenem Kopf in undurchsichtigen Farben (rot, grün, gelb und blau), geeignet für die Verwendung mit Anschlagtafeln, Bulletin Boards, Diagrammen oder Karten, um verschiedene Bereiche und Routen genau zu bestimmen.",Kartennadeln - 5mm Kopf - Verschiedene Farben - Packung mit 100 Stück,21a810fb-8de9-3d0f-b3ce-feaea1b92ec0,de
"Strapazierfähige Hebelfeile mit austauschbarem Etikett für die Rückentasche, Deckelsperre, Daumenloch und geschützten Metallkanten; Rückenbreite: 75mm.",Aktenordner - weiß,22ff14de-d860-3596-9daa-159f4b5837ef,de
Prestige Whiteboard mit Trockenreinigung und Stiftablage mit 25 Jahren Garantie.,Trocken abwischbares Whiteboard mit Stiftablage,2463473b-2ae0-3deb-bcf1-7925eaf2494b,de
"Preiswertes, kabelgebundenes Notizbuch (seitlich gebunden); Doppeldraht gebunden für flexibles vollständiges und flaches Falten / seitliches Binden; hochwertiges weißes 80 g / m_-Papier; einfach; Papierformat: A4 (210 x 297 mm) 160 Seiten (80 Blatt) pro Block.",Drahtgebundenes Notizbuch - Normal - 80 Blatt,24d62ed3-5007-3f76-a631-4d1983f9efcd,de
Klares Polypropylen-Klebeband; leicht zu zerreißender Film; Größe: 19 mm x 33 m.,Hochwertiges klares Klebeband - 10 Rollen,260bd981-2a05-3319-801b-36ede6fb3aa6,de
Stilvoller Schreibtischspender in einer seltenen lila-weißen Farbe; Leicht zu beladen mit beschwerter Basis für einfaches einhändiges Spenden. Rutschfester Boden; Für Bänder bis zu 19 mm Breite und bis zu 33 m Länge.,Desktop-Klebebandabroller - 19mm Breite Kapazität,27c0c624-a6ee-306c-a39d-0a5aecf09ea3,de
"Stilvoller Aktenschrank aus starkem ABS-Material, ungiftig, geruchsneutral, feuchtigkeitsbeständig und korrosionsbeständig; Schubladen haben eine Öffnungserweiterung von 100%, die einen einfachen Zugriff auf alle Dateien ermöglicht. Akzeptiert foolscap-Suspendierungsdateien; Die Zentralverriegelung sichert alle drei Schubladen mit einem einzigen Schlüssel. Lieferung mit zwei Schlüsseln; Intelligente bündige Griffe und angepasster Etikettenhalter; 3 leuchtende Farben.",Aktenschrank - 3 Schubladen,29403edb-7dd9-38e4-881c-129ab74357fb,de
"Farbiges Mehrzweckpapier, ideal zum Kopieren und Drucken von Volumina, geeignet für alle Büromaschinen; in einer großen Auswahl an Farben erhältlich; 80 g / m_",Druckerpapier - Orange - 250 Blatt,2b2296e3-d96c-37e3-999c-6fc311c120f7,de
Stylischer Halbstreifen Premium Hefter neongrün & silber; robuster Toploader aus Metall mit verbessertem Einklemmschutz und integriertem Klammerentferner; Lädt 105 Heftklammern Nr. 56 (26/6) oder 84 Heftklammern Nr. 16 (24/6); 25 Blatt Kapazität; 5 Jahre Garantie.,Halbstreifenhefter - Grün,2b44f942-d111-33a7-bb1c-2c3f9a35da52,de
"Hochwertiger Topfreiniger, der ohne Kratzer reinigt. Sehr schnell trocknender Schwamm in langlebiger Qualität. Dank seiner Scheuerkraft kann der Schwamm für verschiedene Haushaltsreinigungsaufgaben eingesetzt werden.",Scheuerschwamm - 10er Pack - Sortiert,2f0b07e6-6732-3d42-b52e-66903743a565,de
"Robuster Kunststoffkanister-Einlochspitzer für Standardstifte mit einem Durchmesser von 8 mm und einer scharfen Klinge, die eine präzise Spitze erzeugt.",Einloch-Bleistiftspitzer - Schwarz,2f9be373-968c-3e4d-ae80-e5a0abda3984,de
"Hochwertige Foldback-Clips aus Metall in 6 verschiedenen Metallic-Farben; einfach zu bedienen und zu entfernen; Das federdichte Design verhindert, dass Papier herausrutscht. mittlere Klemmkapazität: 15mm; 1,9 cm (W).",Klappclips - 19mm - Verschiedene Farben - Packung mit 12 Stück,32187a75-276a-35d7-891e-6de61c95eaad,de
"Stilvoller Aktenschrank aus starkem ABS-Material, ungiftig, geruchsneutral, feuchtigkeitsbeständig und korrosionsbeständig; Schubladen haben eine Öffnungserweiterung von 100%, die einen einfachen Zugriff auf alle Dateien ermöglicht. Akzeptiert foolscap-Suspendierungsdateien; Die Zentralverriegelung sichert alle zwei Schubladen mit einem einzigen Schlüssel. Lieferung mit zwei Schlüsseln; Intelligente bündige Griffe und angepasster Etikettenhalter; 3 leuchtende Farben.",Aktenschrank - 2 Schubladen,33e2dc1a-ae3f-3278-8345-75f0d73151a4,de
Exklusiver Stifthalter mit besonders geringem Platzbedarf auf Ihrem Desktop; Boden aus nicht kratzendem Holz; Top aus hochwertiger Keramik; hält bis zu 20 Stifte.,Hochwertiger Bleistifthalter,34357c69-62aa-3b45-8e1e-fca510f66065,de
High-End Casebound Notebook mit Soft-Feel-Cover und Gummiband in 2 stylischen Farben; 8mm liniert mit Rand; hochwertiges cremefarbenes Papier (80 g / m_); 192 Seiten (96 Blatt); Maße; B5 (180 x 250 mm).,Leder Notizbuch,34ba7460-0fde-36ad-a3fa-decdaf157aec,de
Umweltbewusster Papierkorb für einfaches Recycling in Ihrem Büro. Attraktiver zeitgemäßer Look mit Recycling-Ikone; grosse Kapazität.,Papierkorb,378cc75e-70b2-365d-ac4d-e8ad34f3c02c,de
"Packung mit 5 hochwertigen Holzbügeln mit Hosenbügel. Schlankes Design für Platzersparnis - Die Haken können um 360 Grad gedreht werden, praktisch für verschiedene Raumsituationen. Material: ABS (Kunststoff); Farbe: sortiert (je 2 Stück pink, grau, blaugrün, schwarz).",Holzmantelhänger - 5er-Packung,37f028f0-1dd5-30ae-9cdd-a7f543e4d61d,de
"Deluxe Press Top Bin mit abnehmbarem Innenfutter, einem fingerabdruckresistenten silbernen Edelstahlgehäuse und einem schwarzen Deckel. Oberseite mit glattem Druckoberseitenmechanismus, einfach zu öffnen und zu schließen. Dieser Behälter hat ein Fassungsvermögen von 40 Litern und wird mit einer Garantie von 1 Jahr geliefert. Der innere Eimer verbirgt Abfalleimer und Gerüche. Ordentliche und kompakte quadratische Grundfläche.",Oberen Behälter drücken,382df557-a66e-3b38-915c-c47e3b0b69a4,de
"Hochwertiges Lineal mit klaren Maßen in Zoll und Zentimetern. Länge: 15 cm; Das Lineal besteht aus robustem, langlebigem, bruchsicherem Kunststoff. Der leichte Kunststoff und das kompakte Design machen es einfach, ihn überall hin mitzunehmen. 3 leuchtende Farben.",Kunststofflineal - Gelb - 15 cm/6 Zoll,3c826818-653e-3c79-bbb2-ece5f39d8cec,de
"Whiteboard Maker mit kräftigen Tintenfarben und geringem Geruch. Einschussfeder: 2,0 mm; 4 farbige Markierungen in einer Kunststofftasche.",Trocken abwischbarer Markierstift - Sortiment - 4er-Packung,4040fb7c-ac84-347f-9ab8-80517e58ce53,de
"Dickes Buntstift-Set aus Holz mit komfortablem dreieckigem Design und 4,2 mm starker Mine für kräftige Farben. Diese Kollektion ist in einer Kunststofftasche enthalten und umfasst eine Auswahl von 12 leuchtenden Farben.",Farbstifte - Sortiert - Packung mit 12 Stück,405c6650-b1ee-3a18-9dec-f770189b0423,de
"Robuste, spiralgebundene Papphülsen Ideal für den beschädigungsfreien Versand von Kunstwerken, Plänen, Diagrammen und Kalendern; weiße Kunststoffsteckerenden; Dicke: 1,5 mm / L450xDia.50 mm / Packung mit 20 Stück.",Karton Versandhülse,41d96027-0311-34f2-a32a-efa5c7d1e360,de
"Zuverlässige Energie zu einem niedrigen Preis macht diese Batterien zu einem guten Kauf. Ideal für Alltagsgeräte. 1,5V.",AA Alkalibatterien - Packung mit 6 Stück,42879e5a-863f-33f3-8cdd-7427e31bb278,de
"Preiswertes, kabelgebundenes Notizbuch (seitlich gebunden); Doppeldraht gebunden für flexibles vollständiges und flaches Falten; hochwertiges weißes 80 g / m_-Papier; schwaches Urteil; Papiergröße: A4 (210 x 297 mm) (8,25 x 11,75 Zoll); 160 Seiten (80 Blatt) pro Block.",Drahtgebundenes Notizbuch - Lineal - 80 Blatt,44a5e90d-530d-35e3-9a80-2c8b84dd0a1c,de
"Preiswerte Permanentmarker für den täglichen Gebrauch, die für fast alle Oberflächen geeignet sind. Die Tinte basiert auf Alkohol, ist jedoch zweckmäßigerweise geruchsarm. Darüber hinaus ist die Tinte UV-beständig und trocknet schnell. Der Marker verfügt über eine Meißelspitze mit 2 Linienbreiten von 2 mm und 5 mm.",Permanentmarker - Schwarz,45519370-08f0-3f37-bcb2-292f3802fbd4,de
"Farbiges Mehrzweckpapier, ideal zum Kopieren und Drucken von Volumina, geeignet für alle Büromaschinen; in einer großen Auswahl an Farben erhältlich; 80 g / m_",Druckerpapier - Creme - 250 Blatt,46ca6be8-6071-3a2e-a75d-b3eb058f8326,de
"Hochwertige Kaffeetasse im Top-Design - ideal für einen beruhigenden Moment; Packung: 6; Material: Porzellan - langlebiges, spülmaschinen- und mikrowellenfestes Porzellan, das leicht zu reinigen ist und sich ideal für den täglichen Gebrauch eignet. Kommt in zwei hellen Farben.",Kaffeetasse,46ded836-4d11-321c-9f1b-e40713f6d9fa,de
"Hochwertiger Bleistift mit ergonomischer Sechskantform und spezieller bruchsicherer, supergebundener Mine für lange Lebensdauer. Radierspitze aus ungiftigen Schwermetallen. Pencil verwendet leichtes, weiches und leicht zu schärfendes Holz aus nachhaltig bewirtschafteten Wäldern. Beinhaltet einen praktischen Radiergummi am Ende; PVC- und latexfreier Radiergummi; HB Abschluss.",Bleistift,47a43c36-dfdc-3bcf-808c-3acb3d8bef00,de
"Farbiges Mehrzweckpapier, ideal zum Kopieren und Drucken von Volumina, geeignet für alle Büromaschinen; in einer großen Auswahl an Farben erhältlich; 80 g / m_",Druckerpapier - Lachs - 250 Blatt,48497cb2-3e62-3361-b587-876165058cf9,de
"2018 Woche, um Tagebuch mit Siebenringmechanismus anzusehen; Hochwertiger Lederbinder; Sicherer Gurtverschluss; Mehrere Aufbewahrungstaschen; Farbe schwarz.",Jährlicher Business-Projektplaner,4b055841-f594-3aaa-b93e-fc86a014f8f4,de
"Elegante Drachenbaumpflanze (Dracaena compacta 'Variegata') mit lebendigem Laub, die Ihren Arbeitsplatz bezaubert. Die Mischseidenpflanze wird unter Verwendung der besten Materialien und modernsten Herstellungstechniken hergestellt und ist botanisch genau und UV-beständig. Für eine optimale, realistische Darstellung benötigt die Pflanze eine gewisse Blattformung. Die Pflanze wird wie abgebildet im dekorativen modernen Topf in leuchtendem Orange geliefert. Ungefähre Höhe 60 cm.",Büroanlage,4bb50004-17c2-3def-884f-b015eea3671f,de
"Hochwertiger Kunststoffradierer für alle Papiersorten. Es ist so konzipiert, dass es nur minimal bröckelt und nach dem Gebrauch weniger Ablagerungen hinterlässt. Die Hülle aus Pappe und die Schutzhülle aus Zellophan behalten ihre Form und halten länger als normal. Größere rechteckige Form passt leicht in die Hand.",Kunststoff-Radiergummi,4cc5646f-67dc-3ae6-8781-5841714a39ac,de
Stark gepolsterte Umschläge aus recycelten Materialien; quadratische Klappe für sicheren Inhalt; selbstklebende Dichtung; Abmessungen: 374 x 264 mm; 130 g; 50 Stück,Gepolsterte Kuverts - Box mit 50 Stück,4d702372-990c-337d-ab2e-afcf7b895b6c,de
"Low-Budget-Schulschere mit attraktiven rosa Kunststoffgriffen, Edelstahlklingen (Klingengröße: 13 cm); Abgerundete Spitze; 5 cm Skala auf der Klinge; Farbe: pink; 3 Jahre Garantie.",Schulschere - 130mm,4dc054d5-5e2d-3c50-8d1b-682f17548cf7,de
"Mit seiner auffälligen und zeitgemäßen Farbe und seinem Glanz ist dieser Papierkorb das perfekte Accessoire für das moderne Büro. Hergestellt aus strapazierfähigem, bruchsicherem und leicht zu reinigendem Polypropylen. Praktisches 13 Liter Fassungsvermögen.",Papierkorb,4dc882e3-984e-3be2-9720-7152585e764e,de
"Dieser einziehbare Kugelschreiber hat eine extra große Spitze von 1,4 mm, um ein reibungsloses und müheloses Schreibgefühl zu gewährleisten. Darüber hinaus verfügt dieser Stift über einen Taschenclip, der an Taschen, Notizbüchern, Ordnern und vielem mehr befestigt werden kann. Reibungsloses und müheloses Schreiben; Extra große 1,4 mm Spitze; Farbe: Rot; Packung mit 12 Stück.",Druckkugelschreiber - 12er Packung,50a0eda2-9303-3901-a47a-62805ec66878,de
"Stilvoller Aktenschrank aus starkem ABS-Material, ungiftig, geruchsneutral, feuchtigkeitsbeständig und korrosionsbeständig; Schubladen haben eine Öffnungserweiterung von 100%, die einen einfachen Zugriff auf alle Dateien ermöglicht. Akzeptiert foolscap-Suspendierungsdateien; Die Zentralverriegelung sichert alle drei Schubladen mit einem einzigen Schlüssel. Lieferung mit zwei Schlüsseln; Intelligente bündige Griffe und angepasster Etikettenhalter; 3 leuchtende Farben.",Aktenschrank - 3 Schubladen,51b4901c-0eae-3c46-b148-3d266aecaa05,de
