DESCRIPTION,NAME,ID,LOCALE
Multipurpose Coloured Paper ideal for volume copying and printing suitable for all office machines; available in a large range of colours; 80gsm.,Printer Paper - Lilac - 250 Sheets,1450d1ea-fa69-3fe3-b1a0-f5e2b25b5124,en
"Durable paper over board lever arch file with spine label, two metal rings and locking compressor bar; Reinforced bottom edge; Metal thumb hole for easy retrieval from shelves; Spine Width: 70mm.",Lever Arch File - Blue,150cbfed-28b0-30a2-9e24-3f75ab1fb93e,en
"Highly pigmented Permanent Marker suitable for creating permanent markings on most surfaces. The marker features a bullet tip producing a consistent line, with the same width, throughout. The marker contain non-toxic, liquid ink that is fade and water-resistant and easily refillable. Cap with pocket clip.",Permanent Marker - Red,162a8446-369a-3b59-9aee-0a98ec0376a4,en
"Stylish filing cabinet made of strong ABS material, non-toxic, odour-free, moistureproof and anti-corrosive; Drawers feature a 100% opening extension, allowing easy access to all files; Accepts foolscap suspension files; Central locking system secures all three drawers with a single key; Supplied with two keys; Smart flush-fitting handles and fitted label-holder; 3 vibrant colours.",Filing Cabinet - 3 drawers,17d338c7-697c-3cdf-8953-c6f973c9b8bb,en
Shock resistant polystyrene letter tray in attractive bright colours and modern design.,Paper Tray - Pink,183dbb64-05b6-331a-9fe5-0f9dd63de856,en
Whiteboard Maker with bold ink colours and low odour. Bullet nib: 2.0mm.,Dry-Wipe Marker Pen - Red,1bb3a9b6-cdd4-370a-83fa-94fd94428a00,en
"Stylish filing cabinet made of strong ABS material, non-toxic, odour-free, moistureproof and anti-corrosive; Drawers feature a 100% opening extension, allowing easy access to all files; Accepts foolscap suspension files; Central locking system secures all four drawers with a single key; Supplied with two keys; Smart flush-fitting handles and fitted label-holder; 3 vibrant colours.",Filing Cabinet - 4 drawers,1bf74aa7-0177-39f0-94ba-db2afca08c1f,en
"Reliable power at a low price makes these batteries a great purchase. Ideal for everyday devices. 1,5V.",AAA Alkaline Batteries - Pack of 8,1c0d18ec-66ee-3022-8417-b8ddf8829186,en
Classic 2-Hole Canister Pencil Sharpener - smaller hole for pencils with a diameter of up to 8.2mm at a 23Â° angle; larger hole for pencils with a diameter of up to 10.2 mm at a 30ï£¿ angle metal sharpener insert for durability and a plastic chavings compartment; Pack Dimensions: 93x164x40mm.,2-hole Canister Pencil Sharpener - Blue,1c9cf3f2-49b4-3964-adad-5a1e8ae83c96,en
Full 12 months at a glance. Ideal for wall hanging or desktop use. Next and previous years calendars printed on reverse; Size: 210x260mm; Please note that dated products are non-returnable.,Yearly Calendar,1d3ab719-3844-3ab6-aeb3-b07b81ecaec0,en
"High-quality ruler featuring clear measurements in both inches and centimetres. Length: 15cm/6inch; The ruler is made from strong, long-lasting shatterproof plastic. The lightweight plastic and compact design make it easy to carry anywhere you go. 3 vibrant colours.",Plastic Ruler - Red - 15 cm/6 inch,1d6677f0-ac16-3284-9bd1-6f323f3dbb05,en
Real leather seat and generously-sized backrest. Matching faux-leather rear and sides for long-term durability and easy cleaning; Tilt lock ï£¿ Locks the angle of the chairs back and seat tilt; Tilt tension - adjustable tension which increases or decreases back and seat tilt resistance; Seat height adjustment 480mm - 550mm; Maximum user weight 110kg; EN1335 certified; box width 635mm; seat 520mm(W)-485mm(D); Back Rest 755mm(H); Frame colour: chrome/black One-year warranty. Self-assembly.,Leather-Faced Executive Chair - Brown,1ebe12e4-01ef-3347-b439-8aac3c49fb96,en
"Durable paper over board lever arch file with spine label, two metal rings and locking compressor bar; Reinforced bottom edge; Metal thumb hole for easy retrieval from shelves; Spine Width: 70mm.",Lever Arch File - Green,201ae105-b3cb-3b71-b4c5-5816db4450d3,en
Durable Plastic 2 Ring binder file with spine label; Material: Polypropylene; Spine Width: 45mm; Ring diameter: 25mm.,Ring Binder - Green,2154c667-dd98-392e-b46b-dc79075a132a,en
"Sharp metal pin with a plastic coloured head in opaque colours (red, green, yellow and blue) suitable for use with notice board, bulletin board, charts or maps to pinpoint different areas and routes - Great value pack of 100.",Map Pins - 5mm Head - Assorted Colours - Pack of 100,21a810fb-8de9-3d0f-b3ce-feaea1b92ec0,en
"Durable lever arch file with replaceable spine pocket label, cover lock, thumbhole and protected, metal edges; Spine Width: 75mm.",Lever Arch File - White,22ff14de-d860-3596-9daa-159f4b5837ef,en
Prestige dry-wipe whiteboard with pen tray with a 25 years warranty.,Dry-Wipe Whiteboard With Pen Tray,2463473b-2ae0-3deb-bcf1-7925eaf2494b,en
Great value wire bound notebook (sidebound); double wire bound for flexible full and flat-folding / sidebound; high quality white 80gsm paper; plain; paper size: A4 (210X297mm) (8.25X11.75in) 160 pages (80 sheets) per pad.,Wirebound Notebook - Plain - 80 Sheets,24d62ed3-5007-3f76-a631-4d1983f9efcd,en
Clear polypropylene tape; easy-to-tear film; Size: 19mmx33m.,High Quality Clear Tape - 10 Rolls,260bd981-2a05-3319-801b-36ede6fb3aa6,en
Stylish desk dispenser in a rare lilac-white colour; easy to load with weighted base for easy one-handed dispensing. Non-slip base; For tapes up to 19mm wide and up to 33m long.,Desktop Tape Dispenser - 19mm Width Capacity,27c0c624-a6ee-306c-a39d-0a5aecf09ea3,en
"Stylish filing cabinet made of strong ABS material, non-toxic, odour-free, moistureproof and anti-corrosive; Drawers feature a 100% opening extension, allowing easy access to all files; Accepts foolscap suspension files; Central locking system secures all three drawers with a single key; Supplied with two keys; Smart flush-fitting handles and fitted label-holder; 3 vibrant colours.",Filing Cabinet - 3 drawers,29403edb-7dd9-38e4-881c-129ab74357fb,en
Multipurpose Coloured Paper ideal for volume copying and printing suitable for all office machines; available in a large range of colours; 80gsm.,Printer Paper - Orange - 250 Sheets,2b2296e3-d96c-37e3-999c-6fc311c120f7,en
"Stylish half strip premium stapler neon green & silver; robust metal, top-loading stapler with enhanced anti-jam mechanism and built-in staple remover;  Loads 105 staples No.56 (26/6) staples or 84 staples No.16 (24/6); 25 sheet capacity; 5 years warranty.",Half Strip Stapler - Green,2b44f942-d111-33a7-bb1c-2c3f9a35da52,en
"High-quality scourer sponge that cleans without scratching. Very fast drying sponge in a long-lasting quality. Thanks to its scouring power, the sponge can be used for various household cleaning tasks.",Scrubbing Sponge - Pack of 10 - Assorted,2f0b07e6-6732-3d42-b52e-66903743a565,en
Durable plastic canister single-hole sharpener for standard 8mm diameter pencils with a sharp blade producing a precise point.,Single-hole Pencil Sharpener - Black,2f9be373-968c-3e4d-ae80-e5a0abda3984,en
High-quality all metal foldback clips in 6 assorted metallic colours; easy-to-use and remove; spring-tight design prevents paper from slipping out; medium size clamp capacity: 15mm; 1.9cm (W).,Foldback Clips - 19mm - Assorted Colours - Pack of 12,32187a75-276a-35d7-891e-6de61c95eaad,en
"Stylish filing cabinet made of strong ABS material, non-toxic, odour-free, moistureproof and anti-corrosive; Drawers feature a 100% opening extension, allowing easy access to all files; Accepts foolscap suspension files; Central locking system secures all two drawers with a single key; Supplied with two keys; Smart flush-fitting handles and fitted label-holder; 3 vibrant colours.",Filing Cabinet - 2 drawers,33e2dc1a-ae3f-3278-8345-75f0d73151a4,en
Exclusive pencil holder with extra small footprint which takes up minimal space on your desktop; bottom of non-scratching wood; top of high-quality ceramics; holding up to 20 Pencils.,High-class Pencil Holder,34357c69-62aa-3b45-8e1e-fca510f66065,en
High-end Casebound Notebook with soft feel cover and elastic strap in 2 stylish colours; 8mm ruled with margin; high quality cream 80gsm paper; 192 pages (96 sheets); Dimensions; B5 (180x250mm).,Leather Notebook,34ba7460-0fde-36ad-a3fa-decdaf157aec,en
Environmentally sensitive recycle bin for easy recycling at your office. Attractive contemporary look with recycling icon; large capacity.,Recycling Bin,378cc75e-70b2-365d-ac4d-e8ad34f3c02c,en
"Pack of 5 quality wooden hangers with trouser bar. Slim design for space saving - The hooks can be rotated through 360 degree rotation, practical for various room situations. Material: ABS (plastic); Colour: assorted (2 of each pink, grey, blue green, black).",Wooden Coat Hangers - Pack of 5,37f028f0-1dd5-30ae-9cdd-a7f543e4d61d,en
"Deluxe Press Top Bin with a removable liner, a finger print resistant stainless steel silver casing and a black top. Top with smooth press top mechanism, easy to open and close. This bin has a 40 litre capacity and comes with a 1 year guarantee. Inner bucket conceals bin liner and odours; Neat and compact square footprint.",Press Top Bin,382df557-a66e-3b38-915c-c47e3b0b69a4,en
"High-quality ruler featuring clear measurements in both inches and centimetres. Length: 15cm/6inch; The ruler is made from strong, long-lasting shatterproof plastic. The lightweight plastic and compact design make it easy to carry anywhere you go. 3 vibrant colours.",Plastic Ruler - Yellow - 15 cm/6 inch,3c826818-653e-3c79-bbb2-ece5f39d8cec,en
Whiteboard Maker with bold ink colours and low odour. Bullet nib: 2.0mm; 4 coloured markers in a plastic wallet.,Dry-Wipe Marker Pen - Assorted - Pack of 4,4040fb7c-ac84-347f-9ab8-80517e58ce53,en
"Thick wooden Coloured Pencil Set with a comfortable triangular design and 4.2mm thick lead that produces rich colours. Contained in a plastic wallet, this collection includes a choice of 12 vibrant colours.",Colour Pencils - Assorted - Pack of 12,405c6650-b1ee-3a18-9dec-f770189b0423,en
"Sturdy, spiral-bound cardboard tubes Ideal for damage-free mailing artwork, plans, charts and calendars; white plastic plug ends; Thickness: 1.5mm/ L450xDia.50mm / Pack of 20.",Cardboard Mailing Tube,41d96027-0311-34f2-a32a-efa5c7d1e360,en
"Reliable power at a low price makes these batteries a great purchase. Ideal for everyday devices. 1,5V.",AA Alkaline Batteries - Pack of 6,42879e5a-863f-33f3-8cdd-7427e31bb278,en
Great value wire bound notebook (sidebound); double wire bound for flexible full and flat-folding; high quality white 80gsm paper; faint ruling; paper size: A4 (210X297mm) (8.25X11.75 in); 160 pages (80 sheets) per pad.,Wirebound Notebook - Ruled - 80 Sheets,44a5e90d-530d-35e3-9a80-2c8b84dd0a1c,en
"Great value everyday permanent markers, suitable for use on almost all surfaces. The ink is alcohol based, though conveniently low in odour. In addition, the ink is UV light resistant and fast drying for added convenience. The marker features a chisel tip providing 2 line widths of 2mm and 5mm.",Permanent Marker - Black,45519370-08f0-3f37-bcb2-292f3802fbd4,en
Multipurpose Coloured Paper ideal for volume copying and printing suitable for all office machines; available in a large range of colours; 80gsm.,Printer Paper - Cream - 250 Sheets,46ca6be8-6071-3a2e-a75d-b3eb058f8326,en
Top-design high-quality coffee mug - ideal for a comforting moment; Pack: 6; Material: Porcelain - durable dishwasher and microwave-safe porcelain that cleans easily and is ideal for everyday service. Comes in two bright colours.,Coffee Mug,46ded836-4d11-321c-9f1b-e40713f6d9fa,en
"High-quality pencil with ergonomic hexagonal shape and special break-resistant super-bonded lead for long service. Eraser tip of non-toxic heavy metals. Pencil uses wood that is lightweight, soft and easy to sharpen from sustainably managed forests. Includes a handy eraser on the end; PVC- and Latex-free eraser; HB degree.",Lead Pencil,47a43c36-dfdc-3bcf-808c-3acb3d8bef00,en
Multipurpose Coloured Paper ideal for volume copying and printing suitable for all office machines; available in a large range of colours; 80gsm.,Printer Paper - Salmon - 250 Sheets,48497cb2-3e62-3361-b587-876165058cf9,en
2018 week to view diary with seven-ring mechanism; High quality leather binder; Secure strap closure; Multiple storage pockets; colour: black.,Yearly Business Project Planner,4b055841-f594-3aaa-b93e-fc86a014f8f4,en
"Elegant Dragon tree plant (Dracaena compacta 'Variegata') with vibrant foliage making a charming addition to your workplace. Made using the finest materials and the most advanced manufacturing techniques, the blended silk plant is botanically accurate and UV resistant. For optimum realistic presentation the plant will require some foliage shaping. The plant is supplied in the decorative modern pot in bright orange as shown. Approximate Height 2ft (60cm).",Office Plant,4bb50004-17c2-3def-884f-b015eea3671f,en
"High-quality plastic eraser for all kinds of paper. It is designed to produce minimal crumbling, leaving less debris after use. Its cardboard sleeve and protective cellophane wrapper retain its shape and last longer than normal. Larger rectangular shape fits easily in the hand.",Plastic Eraser,4cc5646f-67dc-3ae6-8781-5841714a39ac,en
Strong padded envelopes made of recycled materials; square flap for secure content; self-adhesive seal; Dimensions: 374x264mm; 130g; Box of 50.,Padded Envelopes - Box of 50,4d702372-990c-337d-ab2e-afcf7b895b6c,en
"Low budget school scissors with attractive pink plastic handles, stainless steel blades (Blade size: 13cm); Rounded tip; 5 cm scale on the blade; Colour: pink; 3 years warranty.",School Scissors - 130mm,4dc054d5-5e2d-3c50-8d1b-682f17548cf7,en
"With its eye-catching and contemporary colour and shine this waste paper basket is the perfect accessory for the modern office. Made from durable, shatterproof and easy to clean polypropylene. Practical 13 litre capacity.",Waste Paper Basket,4dc882e3-984e-3be2-9720-7152585e764e,en
"This retractable ballpoint pen has an extra-large tip size of 1.4 mm to provide a smooth and effortless writing experience. In addition, this pen also features a pocket clip that attaches to pockets, notebooks, binders and more. Smooth and effortless writing; Extra-large 1.4mm tip; Colour: Red; Pack of 12.",Retractable Ballpoint Pen - Pack of 12,50a0eda2-9303-3901-a47a-62805ec66878,en
"Stylish filing cabinet made of strong ABS material, non-toxic, odour-free, moistureproof and anti-corrosive; Drawers feature a 100% opening extension, allowing easy access to all files; Accepts foolscap suspension files; Central locking system secures all three drawers with a single key; Supplied with two keys; Smart flush-fitting handles and fitted label-holder; 3 vibrant colours.",Filing Cabinet - 3 drawers,51b4901c-0eae-3c46-b148-3d266aecaa05,en
One Month To View Desktop Calendar - Printed double sided. Start from 1st January to 31st December - Printed with black and red colour ink / flip page to change the month / for standing up on table or desktop; Shows moon positions / week numbers / national bank holidays and other significant date and noteworthy events.,Desktop Calendar,51f74531-d2ab-397f-ba77-310e9791da79,en
"High-end White Printable Delegate Cards. There are 25 card sheets per pack, with 2 cards per page, totalling to 50 cards. Dimensions: 210x74,3mm; premium paper card 150gsm; compatible for use with laser and inkjet printers.",Delegate Card - Pack of 50,53a96f20-71e0-3122-9820-fed4658aaa3d,en
Pocket style (seals on its short edge) Size: C4 Dimensions: 324x229mm; Boxed 250; Medium-Weight 90gsm envelopes of 100% recycled paper; Self Seal.,Manila Pocket Envelopes - Box of 250,54c7a034-2269-3cc0-a08c-e152fb321c1d,en
"Stylish filing cabinet made of strong ABS material, non-toxic, odour-free, moistureproof and anti-corrosive; Drawers feature a 100% opening extension, allowing easy access to all files; Accepts foolscap suspension files; Central locking system secures all four drawers with a single key; Supplied with two keys; Smart flush-fitting handles and fitted label-holder; 3 vibrant colours.",Filing Cabinet - 4 drawers,57b27a19-2f73-3d12-af5e-106d54656791,en
Set of three heavy-duty cutting knives with easy snap-off blades in three vibrant colours; plastic body and snap-shut locking device; 18mm carbon steel blade with metal guides. Soft-Grip handle for comfortable use. 5 years warranty.,Cutter Knives - Set of 3 - Assorted,593ba4b9-c302-3c62-805d-f730c4e16c5f,en
"Sturdy but lightweight kraft paper with a protective padded lining, allows for securer posting of delicate items; convenient to close in 3 different ways using either a paper fastener, permanent seal or resealable strip for multiple usage; Size: 120x210mm; Box of 100.",Bubble-lined Envelopes - Box of 100,5946c095-3964-3b1f-8633-616b3ff28c0a,en
Durable document folder with 2 elastic straps and without flaps for quick filing; Spine Width: 15mm.,Elasticated Folder Without Flap - Red,5c2b6bd1-5335-38f3-a1d5-5bc8ab68fc15,en
Non-Adhesive Cube with approx. 500 White Sheets - 90x90mm.,Notepaper - White - 500 Sheets,5e775401-d3d1-3c63-b9cd-edb5efd2a3bb,en
"High-quality pencil with ergonomic hexagonal shape and special break-resistant super-bonded lead for long service. Eraser tip of non-toxic heavy metals. Pencil uses wood that is lightweight, soft and easy to sharpen from sustainably managed forests. Includes a handy eraser on the end; PVC- and Latex-free eraser; HB degree.",Lead Pencils - Pack of 6,602312ed-26d6-33dc-a854-737241872d70,en
Multipurpose Coloured Paper ideal for volume copying and printing suitable for all office machines; available in a large range of colours; 80gsm.,Printer Paper - Dark Red - 250 Sheets,60cf8650-2a88-3ae4-9bea-46b4ad072a63,en
Lightweight and sturdy circular mesh waste paper bin; Modern Contemporary Design - Scratch resistant; Keep surroundings tidy and clean with; Large capacity allows less emptying; Dimensions: 27cm (Height) x 24cm (diameter).,Circular Mesh Waste Bin 15 litre capacity â__ Silver,62d991f3-f71c-38a5-b4b5-cc2891a9dd3f,en
Heavy-duty cutting knife with easy snap-off blades; Red and black plastic body and snap-shut locking device; 18mm carbon steel blade with metal guides. Soft-Grip handle for comfortable use. 5 years warranty.,Cutter Knife,6360805b-bd8f-30b1-a77a-f09197e43820,en
Premium wire bound (sidebound) notebook with a stylish wipe-clean polypropylene cover and silver double wire; high quality white 90gsm paper faintly ruled; paper size: A5 (105x148mm) (4.125x5.875in); 160 pages (80 sheets) per pad.,Notebook - Blue,646ba021-5993-3b18-9970-6bceac124c70,en
"Set of high-quality hangers with coated surface, trouser bar - anti slip. Super slim design - space saving - The hooks can be rotated through 360 degree rotation, practical for various room situations. Material: ABS (plastic); Colour: turquoise.",Coat Hangers,64d40922-ea0d-30f9-9b83-eb4448ee4c2e,en
"This stylish metallic golden retractable ballpoint pen features a chrome trim, steel nib, a handy pocket clip and comes presented in an elegant gift box. Comes with a 2 year guarantee. Tip size: 1mm; Ink colour: matt black; refillable.",Gold Ballpoint Pen with Chrome Trim,68d1a9e0-0d96-3285-8443-c17a8e528c3b,en
"Stylish triangular whiteboard marker; bullet nib: 3,0mm.",Marker Pen - Red,69997847-fad4-36ad-a62a-bd7507cbbda7,en
Premium-quality leather journal with a striking orange leather cover; spine with elegant red stitching; luxury plain white 90gsm paper; 160 pages (80 sheets) size: A5(148x210mm) (5.875x8.25in).,Leather Journal,6a8c7b8f-e711-38e0-8285-12820845986c,en
"A semi-disposable, mid-weight colour coded cloth for all applications. Anti-microbial to protect cloth from bacteria build up; Highly absorbent and easy to rinse; Sheet Size: 500mmx300mm; Pack of 50.",All-Purpose Cloth - Pack of 50,6b41fd73-39e2-3451-b455-5c82c4b17fac,en
Specific design ceramic pot with an attractive real succulent plant; A hole in the bottom drains off excess water to keep the root of plant absorbing fresh air.,Office Plant,6cc2eeb6-2ce4-378a-b4aa-d7f99d13bd44,en
"Classic highlighter for marking text and highlighting important information. Chisel tip provides 2 line widths of 2 and 5 mm for a range of tasks such as writing, underlining or highlighting. Flat-shaped barrel that will not roll away. Up to 4 hours cap-off time; Highlight up to 375m; Water-based ink; Easily refillable.",Marker Pens - Orange,6d239108-fd00-3b45-816a-ea0e65c54977,en
Office Envelopes White Lightweight 80gsm paper; wallet-style; gummed; 16.2cm(W)x11.4cm(H); Box of 2000.,Office Envelopes,6d428405-46f3-3402-96fa-e30a02023644,en
"Classic highlighter for marking text and highlighting important information. Chisel tip provides 2 line widths of 2 and 5mm for a range of tasks such as writing, underlining or highlighting. Flat-shaped barrel that will not roll away. Up to 4 hours cap-off time; Highlight up to 375m; Water-based ink; Easily refillable; Comes in a handy plastic wallet; Each pack contains 4 highlighters.",Marker Pen - Assorted,6d94b33c-dfac-3974-8d37-4febfd5465c1,en
Multipurpose Coloured Paper ideal for volume copying and printing suitable for all office machines; available in a large range of colours; 80gsm.,Printer Paper - Intense Green - 250 Sheets,6df8121d-038e-38f7-bc7b-90feb04231f4,en
"High-quality ruler featuring clear measurements in both inches and centimetres. Length: 15cm/6inch; The ruler is made from strong, long-lasting shatterproof plastic. The lightweight plastic and compact design make it easy to carry anywhere you go. 3 vibrant colours.",Plastic Ruler - Green - 15 cm/6 inch,6e409d81-b803-335a-b0a3-928bdd558adc,en
"Durable paper over board lever arch file with spine label, two metal rings and locking compressor bar; Reinforced bottom edge; Metal thumb hole for easy retrieval from shelves; Spine Width: 70mm.",Lever Arch File - Yellow,6eaf313c-8c07-3a55-872f-acf0bf61cdd0,en
Refillable plastic tape dispenser with a transparent outer casing in a stylish neon blue colour; casing is lightweight and portable with a durable metal cutter for easy operation; Size of tape: 19mmx25m.,Portable Tape Dispenser,6f74b564-61b4-34d3-9433-45fa8e434550,en
Shock resistant transparent Noteholder Cube with Approx 750 Coloured Sheets - 90x90mm.,Coloured Notepaper in Cube - Assorted - 750 Sheets,6fbf2ab0-5793-3272-8655-929759fb4872,en
High-end Casebound Notebook with soft feel cover and elastic strap in 2 stylish colours; 8mm ruled with margin; high quality cream 80gsm paper; 192 pages (96 sheets); Dimensions; B5 (180x250mm).,Casebound Notebook,707048f2-8747-3b68-b6ee-32613184e4a7,en
Natural rubber eraser without addition of plastic materials and phthalates. Soft part (orange) for erasing graphite lines. Hard part (blue) for erasing ink lines and stains.,Natural Rubber Combined Eraser,71d9b804-4f41-3b1d-8e36-8b1369c92dc1,en
Shock resistant polystyrene letter tray in attractive bright colours and modern design.,Paper Tray - Blue,727754ea-c2b5-301c-9d8b-b190483a3413,en
Headbound Memo Pad with unpunched squared white 70gsm pages; Glued on top to easily tear off the page; paper size: A4 (210X297mm) (8.25X11.75in); 160 pages (80 sheets) per pad.,Memo Pad - Squared,74ddf015-3ac2-3b2d-a382-e9fd798a077a,en
One Month To View Desktop Calendar - Printed double sided. Start from 1st January to 31st December - Printed with white and red colour ink / flip page to change the month / for standing up on table or desktop; Shows moon positions / week numbers / national bank holidays and other significant date and noteworthy events.,Desktop Calendar,7529d554-8b7e-3d06-8cb8-8acf20154a27,en
"Inexpensive folder securing punched paper for filing; Coloured back and clear front cover; assorted colours (blue, green, yellow, red and white).",Clear View Folder - Assorted - Pack of 10,76fe923b-1fec-3576-9f10-67a5cec92d3d,en
"Classic highlighter for marking text and highlighting important information. Chisel tip provides 2 line widths of 2 and 5mm for a range of tasks such as writing, underlining or highlighting. Flat-shaped barrel that will not roll away. Up to 4 hours cap-off time; Highlight up to 375m; Water-based ink; Easily refillable.",Marker Pen - Green,78388760-d4cf-3af0-a050-66dfed9feb12,en
Great value polypropylene expanding file with 13 pockets.,13-Pocket Expanding File - Blue,7be6d296-9e7a-3505-b72e-4c7b98783578,en
"Refillable plastic tape dispenser with a transparent outer casing in a stylish neon blue colour; casing is lightweight and portable with a durable metal cutter for easy operation; Size of tape: 19 mmx25m - Pack of 4 attractive colors (neon magenta, pink, green and blue).",Portable Tape Dispenser - assorted - Pack of 4,7efe4ec7-cdac-3267-9cf8-0a027ab5fa9b,en
Environmentally-friendly and smooth premium printer paper; 80gsm; CIE Whiteness: 167.,Premium Printer Paper - White - 500 Sheet,7f5646ea-0df2-3799-b6d1-7f1ed6a9a30e,en
"Stylish LED Desk Lamp combining minimalist design with energy efficiency. The lamp is an eye-catcher for any study room or office. Equipped with a built-in LED unit, the lamp allows users to save in both maintenance and energy costs: it produces a pleasant warm light that is brighter than that of other bulbs, but consumes very little electricity and has a much longer shelf life in comparison. ON/OFF switch on the base; Flexible arm; Colour: Red.",Table Lamp,7f8b9ab6-a026-3036-a8a3-2bf19716cf4e,en
